index,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,hour,hourly_demand,date,temperature_2m,precipitation,rain,snowfall,day_of_week,month,is_weekend,lag_demand_1,lag_demand_3,lag_demand_6,lag_demand_2,rolling_mean_3
42006,2023-09-05 22:18:00,2023-09-05 22:52:00,1.0,12.1,247,186,22,7,2023-09-05 11:00:00,22.543499,0.0,0.0,0.0,1,9,0,7.0,7.0,7.0,7.0,7.0
42005,2023-09-05 22:20:00,2023-09-05 23:03:00,1.0,0.0,159,213,22,7,2023-09-05 11:00:00,22.543499,0.0,0.0,0.0,1,9,0,7.0,7.0,7.0,7.0,7.0
42004,2023-09-05 22:28:00,2023-09-05 22:38:00,2.0,2.07,247,42,22,7,2023-09-05 11:00:00,22.543499,0.0,0.0,0.0,1,9,0,7.0,7.0,7.0,7.0,7.0
42001,2023-09-05 22:30:00,2023-09-05 22:49:00,1.0,8.45,168,241,22,7,2023-09-05 11:00:00,22.543499,0.0,0.0,0.0,1,9,0,7.0,7.0,7.0,7.0,7.0
42002,2023-09-05 22:50:00,2023-09-05 23:22:00,1.0,8.91,20,263,22,7,2023-09-05 11:00:00,22.543499,0.0,0.0,0.0,1,9,0,7.0,7.0,7.0,7.0,7.0
42003,2023-09-05 22:50:00,2023-09-05 23:22:00,1.0,8.91,20,263,22,7,2023-09-05 11:00:00,22.543499,0.0,0.0,0.0,1,9,0,7.0,7.0,7.0,7.0,7.0
42007,2023-09-05 23:01:00,2023-09-05 23:31:00,1.0,10.4,247,249,23,3,2023-09-05 11:00:00,22.543499,0.0,0.0,0.0,1,9,0,7.0,7.0,7.0,7.0,5.666666666666667
46115,2023-09-05 23:30:00,2023-09-05 23:45:00,1.0,6.4,78,74,23,3,2023-09-05 11:00:00,22.543499,0.0,0.0,0.0,1,9,0,3.0,7.0,7.0,7.0,4.333333333333333
42008,2023-09-05 23:53:00,2023-09-06 00:01:00,1.0,1.1,248,213,23,3,2023-09-05 11:00:00,22.543499,0.0,0.0,0.0,1,9,0,3.0,7.0,7.0,3.0,3.0
42009,2023-09-06 00:00:00,2023-09-06 00:00:00,1.0,0.0,119,119,0,2,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,3.0,3.0,7.0,3.0,2.6666666666666665
46116,2023-09-06 00:59:00,2023-09-06 01:18:00,1.0,0.0,168,182,0,2,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,2.0,3.0,7.0,3.0,2.3333333333333335
42010,2023-09-06 03:59:00,2023-09-06 04:24:00,1.0,0.0,51,140,3,1,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,2.0,3.0,7.0,2.0,1.6666666666666667
42015,2023-09-06 04:13:00,2023-09-06 04:41:00,1.0,13.9,51,83,4,7,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,1.0,2.0,3.0,2.0,3.3333333333333335
42016,2023-09-06 04:14:00,2023-09-06 04:57:00,1.0,22.4,235,55,4,7,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,7.0,2.0,3.0,1.0,5.0
42017,2023-09-06 04:31:00,2023-09-06 04:33:00,1.0,0.0,81,81,4,7,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,7.0,1.0,3.0,7.0,7.0
42013,2023-09-06 04:36:00,2023-09-06 04:43:00,1.0,2.07,119,42,4,7,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,7.0,7.0,2.0,7.0,7.0
42014,2023-09-06 04:36:00,2023-09-06 04:43:00,1.0,2.07,119,152,4,7,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,7.0,7.0,2.0,7.0,7.0
42011,2023-09-06 04:37:00,2023-09-06 05:00:00,1.0,0.0,259,140,4,7,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,7.0,7.0,1.0,7.0,7.0
42012,2023-09-06 04:58:00,2023-09-06 05:39:00,1.0,0.0,147,228,4,7,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,7.0,7.0,7.0,7.0,7.0
42022,2023-09-06 05:05:00,2023-09-06 05:41:00,1.0,10.5,94,145,5,8,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,7.0,7.0,7.0,7.0,7.333333333333333
42020,2023-09-06 05:19:00,2023-09-06 05:56:00,1.0,0.0,182,137,5,8,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,8.0,7.0,7.0,7.0,7.666666666666667
42024,2023-09-06 05:22:00,2023-09-06 05:58:00,1.0,0.0,51,87,5,8,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,8.0,7.0,7.0,8.0,8.0
42025,2023-09-06 05:24:00,2023-09-06 05:55:00,1.0,2.1,51,3,5,8,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,8.0,8.0,7.0,8.0,8.0
42021,2023-09-06 05:26:00,2023-09-06 06:01:00,1.0,0.0,51,87,5,8,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,8.0,8.0,7.0,8.0,8.0
42023,2023-09-06 05:32:00,2023-09-06 06:14:00,1.0,23.6,235,55,5,8,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,8.0,8.0,7.0,8.0,8.0
42018,2023-09-06 05:36:00,2023-09-06 05:45:00,1.0,0.0,3,20,5,8,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,8.0,8.0,8.0,8.0,8.0
42019,2023-09-06 05:56:00,2023-09-06 06:15:00,1.0,0.0,69,88,5,8,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,8.0,8.0,8.0,8.0,8.0
42026,2023-09-06 06:08:00,2023-09-06 06:55:00,1.0,0.0,51,49,6,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,8.0,8.0,8.0,8.0,11.0
42042,2023-09-06 06:11:00,2023-09-06 06:47:00,1.0,6.1,51,69,6,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,8.0,8.0,8.0,14.0
42032,2023-09-06 06:13:00,2023-09-06 06:53:00,1.0,0.0,259,137,6,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,8.0,8.0,17.0,17.0
42028,2023-09-06 06:27:00,2023-09-06 06:45:00,1.0,5.04,247,161,6,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,17.0,8.0,17.0,17.0
42031,2023-09-06 06:29:00,2023-09-06 07:19:00,1.0,9.3,241,170,6,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,17.0,8.0,17.0,17.0
42036,2023-09-06 06:30:00,2023-09-06 07:18:00,1.0,2.1,51,185,6,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,17.0,8.0,17.0,17.0
42027,2023-09-06 06:32:00,2023-09-06 06:59:00,1.0,0.0,69,88,6,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,17.0,17.0,17.0,17.0
42035,2023-09-06 06:33:00,2023-09-06 07:00:00,1.0,6.7,254,69,6,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,17.0,17.0,17.0,17.0
42038,2023-09-06 06:40:00,2023-09-06 07:13:00,1.0,9.8,212,68,6,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,17.0,17.0,17.0,17.0
42039,2023-09-06 06:40:00,2023-09-06 07:55:00,1.0,8.4,51,75,6,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,17.0,17.0,17.0,17.0
42040,2023-09-06 06:40:00,2023-09-06 07:55:00,1.0,9.3,51,75,6,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,17.0,17.0,17.0,17.0
42030,2023-09-06 06:42:00,2023-09-06 06:43:00,1.0,0.07,247,247,6,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,17.0,17.0,17.0,17.0
42029,2023-09-06 06:48:00,2023-09-06 07:13:00,1.0,15.8,213,139,6,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,17.0,17.0,17.0,17.0
42037,2023-09-06 06:52:00,2023-09-06 07:32:00,1.0,0.0,182,137,6,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,17.0,17.0,17.0,17.0
42034,2023-09-06 06:54:00,2023-09-06 07:02:00,1.0,1.9,168,119,6,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,17.0,17.0,17.0,17.0
42041,2023-09-06 06:55:00,2023-09-06 07:02:00,1.0,1.0,168,159,6,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,17.0,17.0,17.0,17.0
42033,2023-09-06 06:57:00,2023-09-06 07:34:00,1.0,0.0,69,107,6,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,17.0,17.0,17.0,17.0
42043,2023-09-06 07:02:00,2023-09-06 07:38:00,1.0,9.0,235,230,7,10,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,17.0,17.0,17.0,14.666666666666666
42045,2023-09-06 07:02:00,2023-09-06 07:15:00,1.0,3.1,51,185,7,10,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,10.0,17.0,17.0,17.0,12.333333333333334
42047,2023-09-06 07:10:00,2023-09-06 07:46:00,1.0,6.4,254,244,7,10,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,10.0,17.0,17.0,10.0,10.0
42044,2023-09-06 07:19:00,2023-09-06 07:48:00,1.0,4.0,183,174,7,10,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,10.0,10.0,17.0,10.0,10.0
46118,2023-09-06 07:21:00,2023-09-06 07:33:00,1.0,0.0,212,182,7,10,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,10.0,10.0,17.0,10.0,10.0
46119,2023-09-06 07:31:00,2023-09-06 07:47:00,1.0,0.0,69,42,7,10,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,10.0,10.0,17.0,10.0,10.0
42048,2023-09-06 07:36:00,2023-09-06 08:08:00,1.0,3.2,69,75,7,10,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,10.0,10.0,10.0,10.0,10.0
46117,2023-09-06 07:37:00,2023-09-06 08:03:00,1.0,0.0,182,174,7,10,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,10.0,10.0,10.0,10.0,10.0
42049,2023-09-06 07:47:00,2023-09-06 09:14:00,1.0,15.2,174,209,7,10,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,10.0,10.0,10.0,10.0,10.0
42046,2023-09-06 07:56:00,2023-09-06 08:58:00,1.0,7.4,18,33,7,10,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,10.0,10.0,10.0,10.0,10.0
42064,2023-09-06 08:10:00,2023-09-06 09:25:00,1.0,1.9,18,33,8,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,10.0,10.0,10.0,10.0,12.333333333333334
42062,2023-09-06 08:13:00,2023-09-06 08:43:00,1.0,9.6,208,223,8,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,10.0,10.0,10.0,14.666666666666666
42058,2023-09-06 08:13:00,2023-09-06 08:49:00,1.0,2.0,241,47,8,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,10.0,10.0,17.0,17.0
42053,2023-09-06 08:19:00,2023-09-06 09:15:00,1.0,0.0,212,121,8,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,17.0,10.0,17.0,17.0
42061,2023-09-06 08:20:00,2023-09-06 08:37:00,1.0,1.0,159,47,8,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,17.0,10.0,17.0,17.0
42052,2023-09-06 08:24:00,2023-09-06 09:20:00,1.0,12.6,81,142,8,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,17.0,10.0,17.0,17.0
42059,2023-09-06 08:31:00,2023-09-06 09:05:00,1.0,2.4,208,242,8,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,17.0,17.0,17.0,17.0
42065,2023-09-06 08:33:00,2023-09-06 09:09:00,1.0,3.4,69,212,8,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,17.0,17.0,17.0,17.0
42051,2023-09-06 08:40:00,2023-09-06 09:18:00,1.0,0.0,174,24,8,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,17.0,17.0,17.0,17.0
42063,2023-09-06 08:43:00,2023-09-06 09:18:00,1.0,3.8,69,250,8,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,17.0,17.0,17.0,17.0
42060,2023-09-06 08:44:00,2023-09-06 09:17:00,1.0,2.3,208,51,8,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,17.0,17.0,17.0,17.0
42055,2023-09-06 08:45:00,2023-09-06 09:18:00,1.0,5.6,208,243,8,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,17.0,17.0,17.0,17.0
42054,2023-09-06 08:46:00,2023-09-06 09:36:00,1.0,15.5,247,216,8,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,17.0,17.0,17.0,17.0
42066,2023-09-06 08:50:00,2023-09-06 09:35:00,1.0,6.3,159,242,8,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,17.0,17.0,17.0,17.0
42057,2023-09-06 08:51:00,2023-09-06 09:14:00,1.0,1.0,69,119,8,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,17.0,17.0,17.0,17.0
42056,2023-09-06 08:54:00,2023-09-06 09:09:00,1.0,2.1,18,242,8,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,17.0,17.0,17.0,17.0
42050,2023-09-06 08:59:00,2023-09-06 09:29:00,1.0,8.23,208,247,8,17,2023-09-06 00:00:00,26.8435,0.0,0.0,0.0,2,9,0,17.0,17.0,17.0,17.0,17.0
42073,2023-09-06 09:00:00,2023-09-06 09:19:00,1.0,1.6,182,242,9,24,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,17.0,17.0,17.0,17.0,19.333333333333332
42083,2023-09-06 09:02:00,2023-09-06 09:26:00,1.0,3.4,167,242,9,24,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,24.0,17.0,17.0,17.0,21.666666666666668
42078,2023-09-06 09:05:00,2023-09-06 09:55:00,1.0,10.4,136,242,9,24,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,24.0,17.0,17.0,24.0,24.0
42074,2023-09-06 09:07:00,2023-09-06 09:31:00,1.0,2.3,119,167,9,24,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,24.0,24.0,17.0,24.0,24.0
42086,2023-09-06 09:12:00,2023-09-06 09:46:00,1.0,6.6,250,242,9,24,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,24.0,24.0,17.0,24.0,24.0
42088,2023-09-06 09:14:00,2023-09-06 10:19:00,1.0,12.4,220,107,9,24,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,24.0,24.0,17.0,24.0,24.0
42075,2023-09-06 09:18:00,2023-09-06 10:16:00,1.0,9.6,250,141,9,24,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,24.0,24.0,24.0,24.0,24.0
42079,2023-09-06 09:20:00,2023-09-06 09:43:00,1.0,3.1,235,212,9,24,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,24.0,24.0,24.0,24.0,24.0
42069,2023-09-06 09:20:00,2023-09-06 10:09:00,1.0,0.0,69,162,9,24,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,24.0,24.0,24.0,24.0,24.0
42085,2023-09-06 09:24:00,2023-09-06 10:51:00,1.0,5.7,241,45,9,24,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,24.0,24.0,24.0,24.0,24.0
42089,2023-09-06 09:31:00,2023-09-06 10:15:00,1.0,17.9,235,61,9,24,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,24.0,24.0,24.0,24.0,24.0
42084,2023-09-06 09:37:00,2023-09-06 09:52:00,1.0,2.6,212,32,9,24,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,24.0,24.0,24.0,24.0,24.0
42080,2023-09-06 09:38:00,2023-09-06 10:11:00,1.0,3.1,51,254,9,24,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,24.0,24.0,24.0,24.0,24.0
42076,2023-09-06 09:39:00,2023-09-06 10:02:00,1.0,3.9,247,75,9,24,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,24.0,24.0,24.0,24.0,24.0
42067,2023-09-06 09:39:00,2023-09-06 09:39:00,1.0,0.0,168,168,9,24,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,24.0,24.0,24.0,24.0,24.0
42072,2023-09-06 09:45:00,2023-09-06 09:50:00,1.0,0.0,18,18,9,24,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,24.0,24.0,24.0,24.0,24.0
42082,2023-09-06 09:47:00,2023-09-06 10:30:00,1.0,0.0,51,70,9,24,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,24.0,24.0,24.0,24.0,24.0
42071,2023-09-06 09:50:00,2023-09-06 10:33:00,1.0,15.3,200,135,9,24,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,24.0,24.0,24.0,24.0,24.0
42068,2023-09-06 09:52:00,2023-09-06 10:20:00,1.0,4.2,247,242,9,24,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,24.0,24.0,24.0,24.0,24.0
42070,2023-09-06 09:53:00,2023-09-06 10:15:00,1.0,6.1,47,3,9,24,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,24.0,24.0,24.0,24.0,24.0
42090,2023-09-06 09:55:00,2023-09-06 10:41:00,1.0,16.8,169,35,9,24,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,24.0,24.0,24.0,24.0,24.0
42081,2023-09-06 09:56:00,2023-09-06 10:11:00,1.0,1.7,51,254,9,24,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,24.0,24.0,24.0,24.0,24.0
42077,2023-09-06 09:58:00,2023-09-06 10:28:00,1.0,1.0,119,69,9,24,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,24.0,24.0,24.0,24.0,24.0
42087,2023-09-06 09:59:00,2023-09-06 10:27:00,1.0,0.6,254,242,9,24,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,24.0,24.0,24.0,24.0,24.0
42113,2023-09-06 10:01:00,2023-09-06 10:09:00,1.0,1.0,20,31,10,31,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,24.0,24.0,24.0,24.0,26.333333333333332
42094,2023-09-06 10:02:00,2023-09-06 10:02:00,4.0,0.0,254,254,10,31,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,31.0,24.0,24.0,24.0,28.666666666666668
42095,2023-09-06 10:04:00,2023-09-06 10:07:00,2.0,0.0,254,254,10,31,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,31.0,24.0,24.0,31.0,31.0
42109,2023-09-06 10:04:00,2023-09-06 10:26:00,1.0,6.6,60,242,10,31,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,31.0,31.0,24.0,31.0,31.0
42091,2023-09-06 10:07:00,2023-09-06 10:08:00,1.0,0.0,168,168,10,31,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,31.0,31.0,24.0,31.0,31.0
42097,2023-09-06 10:09:00,2023-09-06 10:34:00,1.0,0.0,254,247,10,31,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,31.0,31.0,24.0,31.0,31.0
42100,2023-09-06 10:15:00,2023-09-06 10:30:00,1.0,2.0,242,32,10,31,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,31.0,31.0,31.0,31.0,31.0
42108,2023-09-06 10:17:00,2023-09-06 11:05:00,1.0,12.4,241,125,10,31,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,31.0,31.0,31.0,31.0,31.0
42092,2023-09-06 10:18:00,2023-09-06 10:56:00,1.0,0.0,220,229,10,31,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,31.0,31.0,31.0,31.0,31.0
42119,2023-09-06 10:26:00,2023-09-06 10:38:00,1.0,1.7,94,32,10,31,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,31.0,31.0,31.0,31.0,31.0
42114,2023-09-06 10:26:00,2023-09-06 10:39:00,1.0,0.5,254,81,10,31,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,31.0,31.0,31.0,31.0,31.0
42093,2023-09-06 10:28:00,2023-09-06 11:14:00,1.0,12.0,242,163,10,31,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,31.0,31.0,31.0,31.0,31.0
42096,2023-09-06 10:28:00,2023-09-06 10:57:00,1.0,9.5,51,41,10,31,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,31.0,31.0,31.0,31.0,31.0
42102,2023-09-06 10:30:00,2023-09-06 10:54:00,1.0,2.3,254,51,10,31,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,31.0,31.0,31.0,31.0,31.0
42111,2023-09-06 10:33:00,2023-09-06 10:39:00,1.0,0.4,174,18,10,31,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,31.0,31.0,31.0,31.0,31.0
42107,2023-09-06 10:35:00,2023-09-06 10:53:00,1.0,1.6,18,185,10,31,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,31.0,31.0,31.0,31.0,31.0
42106,2023-09-06 10:36:00,2023-09-06 11:35:00,1.0,7.8,169,242,10,31,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,31.0,31.0,31.0,31.0,31.0
42121,2023-09-06 10:36:00,2023-09-06 11:12:00,1.0,5.3,78,75,10,31,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,31.0,31.0,31.0,31.0,31.0
42118,2023-09-06 10:37:00,2023-09-06 11:09:00,1.0,3.0,250,159,10,31,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,31.0,31.0,31.0,31.0,31.0
42120,2023-09-06 10:37:00,2023-09-06 10:51:00,1.0,3.7,254,174,10,31,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,31.0,31.0,31.0,31.0,31.0
42099,2023-09-06 10:39:00,2023-09-06 10:58:00,1.0,6.4,182,265,10,31,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,31.0,31.0,31.0,31.0,31.0
42101,2023-09-06 10:39:00,2023-09-06 11:06:00,1.0,2.8,254,136,10,31,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,31.0,31.0,31.0,31.0,31.0
42103,2023-09-06 10:40:00,2023-09-06 11:19:00,1.0,9.2,235,48,10,31,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,31.0,31.0,31.0,31.0,31.0
42115,2023-09-06 10:42:00,2023-09-06 10:54:00,1.0,1.6,81,185,10,31,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,31.0,31.0,31.0,31.0,31.0
42098,2023-09-06 10:43:00,2023-09-06 10:55:00,1.0,0.0,69,41,10,31,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,31.0,31.0,31.0,31.0,31.0
42117,2023-09-06 10:45:00,2023-09-06 11:08:00,1.0,0.0,47,242,10,31,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,31.0,31.0,31.0,31.0,31.0
42112,2023-09-06 10:50:00,2023-09-06 11:15:00,1.0,7.1,32,69,10,31,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,31.0,31.0,31.0,31.0,31.0
42110,2023-09-06 10:52:00,2023-09-06 11:10:00,1.0,3.0,242,18,10,31,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,31.0,31.0,31.0,31.0,31.0
42104,2023-09-06 10:54:00,2023-09-06 11:18:00,1.0,2.8,248,69,10,31,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,31.0,31.0,31.0,31.0,31.0
42116,2023-09-06 10:55:00,2023-09-06 11:16:00,1.0,0.1,242,242,10,31,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,31.0,31.0,31.0,31.0,31.0
42105,2023-09-06 10:59:00,2023-09-06 11:11:00,1.0,2.07,247,74,10,31,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,31.0,31.0,31.0,31.0,31.0
42131,2023-09-06 11:01:00,2023-09-06 11:22:00,1.0,2.7,254,242,11,26,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,31.0,31.0,31.0,31.0,29.333333333333332
42127,2023-09-06 11:02:00,2023-09-06 11:20:00,1.0,1.0,51,242,11,26,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,26.0,31.0,31.0,31.0,27.666666666666668
42123,2023-09-06 11:02:00,2023-09-06 11:25:00,1.0,0.0,119,159,11,26,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,26.0,31.0,31.0,26.0,26.0
42145,2023-09-06 11:05:00,2023-09-06 11:46:00,1.0,11.0,241,170,11,26,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,26.0,26.0,31.0,26.0,26.0
42140,2023-09-06 11:07:00,2023-09-06 11:21:00,1.0,2.4,174,242,11,26,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,26.0,26.0,31.0,26.0,26.0
42138,2023-09-06 11:15:00,2023-09-06 11:47:00,1.0,11.3,81,75,11,26,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,26.0,26.0,31.0,26.0,26.0
42129,2023-09-06 11:16:00,2023-09-06 11:30:00,1.0,2.8,182,208,11,26,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,26.0,26.0,26.0,26.0,26.0
42143,2023-09-06 11:19:00,2023-09-06 12:06:00,1.0,1.6,126,69,11,26,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,26.0,26.0,26.0,26.0,26.0
42126,2023-09-06 11:25:00,2023-09-06 12:05:00,1.0,3.0,169,3,11,26,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,26.0,26.0,26.0,26.0,26.0
42122,2023-09-06 11:25:00,2023-09-06 11:41:00,1.0,0.0,213,254,11,26,2023-09-06 09:00:00,22.8435,0.0,0.0,0.0,2,9,0,26.0,26.0,26.0,26.0,26.0
